id,ItemDescription,Diagnosis,PreventiveFlag
9002,Kiloh:  Dental: Exam Extensive/Under Anesthetic,"Tooth 204 - fractured restoration needed, prev root canal done on this tooth. Extraction required for abscessed tooth.  ",0
9003,Kiloh:  Anesthetic Induction (10 mins),"Tooth 204 - fractured restoration needed, prev root canal done on this tooth. Extraction required for abscessed tooth.  ",0
9004,Kiloh:  Dental: Referral Recheck,"Tooth 204 - fractured restoration needed, prev root canal done on this tooth. Extraction required for abscessed tooth.  ",0
9005,Manny:  Baie Run Canine Omega-3 200ml,omega 3 oil ,0
9006,Grace :  CareClub Enrollment Fee Wellness Plan,"Exam, fecal ",1
9007,Grace :  Fecal O&PCmb T808 1yr,"Exam, fecal ",1
9008,Hokey:  Amoxic Clav - AVENTICLAV 375mg tab,sarcoma regrowth on left thoracic limb ,0
9009,Charlie:  Eye - corneal staining,eye infection ,0
9010,Charlie:  Eye Cleanse/Medicate,eye infection ,0
9011,Koufax:  Mal-A-Ket Wipes,Allergies ,0
9012,Rocket:  Catalyst Chem 17 ,Dietary indiscretion ,0
9013,Rocket:  Discount: Digital radiograph setup ,Dietary indiscretion ,0
9014,Rocket:  Digital radiograph setup ,Dietary indiscretion ,0
9015,Rocket:  Day patient stay,Dietary indiscretion ,0
9016,Rocket:  Cerenia Inj. - per ml,Dietary indiscretion ,0
9017,Rocket:  Progress Exam Initial,Dietary indiscretion ,0
9018,Rocket:  Blood Collection,Dietary indiscretion ,0
9019,Rocket:  Catalyst Lyte 4 Clip,Dietary indiscretion ,0
9020,Rocket:  Idexx Cortisol Snap Test,Dietary indiscretion ,0
9021,Indy:  Apoquel 5.4mg tablets ,Allergies ,0
9022,Indy:  Go Dog Dragons Flats Large,Allergies ,0
9023,Indy:  Medical Progress Exam ,Allergies ,0
9024,Zoey:  Rehabilitation Consultation w/ Doctor,lameness ,0
9025,Zoey:  Zuke's Mini Naturals Pork 6 oz.,lameness ,0
9026,Izzy:  Meloxicam 0.5mg/ml Oral Susp 15ml bottle,RIght Medial Patellar Luxation recheck/medication ,0
9027,Izzy:  Gabapentin 50mg ,RIght Medial Patellar Luxation recheck/medication ,0
9028,Izzy:  Surgical Recheck Exam  ,RIght Medial Patellar Luxation recheck/medication ,0
9029,MURPHY:  EXAM/FOLLOW UP,"Skin exam, sore noted ",0
9030,Jory:  FortiFlora--canine (30 packets),Ongoing treatment for hematochezia ,0
9031,Sales Tax,Ongoing treatment for hematochezia ,0
9032,Leo:  Dasuquin Advanced Soft Chews Lg,joint supplement ,0
9033,Pickles:  Radiology Review/Specialist,anxiety/stress related colitis ,0
9034,Pickles:  Lactulose,anxiety/stress related colitis ,0
9035,Pickles:  Physical Exam/Office Visit,anxiety/stress related colitis ,0
9036,Pickles:  X-Ray 3 views,anxiety/stress related colitis ,0
9037,P-Nut:  Canine Rabies Vaccine (3yr) Campbell,anxiety/stress related colitis ,0
9038,Lexie:  Bile Acid Lab,Recheck with Internal Medicine ,0
9039,"Lexie:  Superchem, CBC, T4, U/A (SA705)",Recheck with Internal Medicine ,0
9040,Caden:  Apoquel 16mg tablets,medication refill  ,0
9041,THEA:  Cefaseptin 300mg,Skin ,0
9042,THEA:  Examination,Skin ,0
9043,Angie:  Consultation per 10 min,Recheck of CHF ,0
9044,Rafaela:  Recheck Ear/Eye/Skin,Proptose eye ,0
9045,Rafaela:  Ophth. Alcaine/Fluorescein Stain,Proptose eye ,0
9046,Poodie:  zSurgery IMC Day Hospitalization (group),Meningitis ,0
9047,Poodie:  Biohazard Disposable,Meningitis ,0
9048,Poodie:  N-Cytarabine Injection 20mg/mL per mL,Meningitis ,0
9049,Poodie:  Discount: zSurgery IMC Day Hospitalizatio,Meningitis ,0
9050,Poodie:  Chemotherapy Prep and Admin (Level 1),Meningitis ,0
9051,Poodie:  Discount: Chemotherapy Prep and Admin (Le,Meningitis ,0
9052,Poodie:  PredniSolone 5mg tablet,Meningitis ,0
9053,Poodie:  Discount: PredniSolone 5mg tablet,Meningitis ,0
9054,Poodie:  Gabapentin 100mg capsule,Meningitis ,0
9055,Poodie:  Hyperbaric Oxygen Therapy (single),Meningitis ,0
9056,Poodie:  Discount: Biohazard Disposable,Meningitis ,0
9057,Poodie:  Amantadine 100mg capsules,Meningitis ,0
9058,Poodie:  Discount: Gabapentin 100mg capsule,Meningitis ,0
9059,Peggy:  Health Exam  Recheck - Canine,Work up for Hives ,0
9060,Peggy:  Apoquel - 5.4mg,Work up for Hives ,0
9061,Peggy:  Avena Sativa Wipes - 50 Pack,Work up for Hives ,0
9062,Peggy:  Nail trim (Cats/Dogs),Work up for Hives ,0
9063,Jovi:  Exam - Medical/Sick Pet,Diarrhea and conjunctivitis  Recurrent conjunctivitis,0
9064,Jovi:  Neo/Poly/Bac/Hydrocortisone Oph ointment,Diarrhea and conjunctivitis  Recurrent conjunctivitis,0
9065,Jovi:  Pattotic Otic Suspension 7.5gm,Diarrhea and conjunctivitis  Recurrent conjunctivitis,0
9066,Sky:  Exam/Office visit,Soft stool ,0
9067,Sky:  Metronidazole Susp. 50MG/ML,Soft stool ,0
9068,Parker:  Radiograph second exposure,Pancreatitis ,0
9069,Parker:  YGiA >10KG Dogs,Pancreatitis ,0
9070,Parker:  San Ren Tang x 100g,Pancreatitis ,0
9071,Parker:  Canine PVD EN Case 12x13.4oz,Pancreatitis ,0
9072,Parker:  Hospitalization - per 24 hours,Pancreatitis ,0
9073,Parker:  Professional & Nursing Care (24 hours),Pancreatitis ,0
9074,Parker:  Lactated Ringers Solution 1000mls,Pancreatitis ,0
9075,Parker:  Radiograph one exposure,Pancreatitis ,0
9076,Parker:  Aminolean Injection,Pancreatitis ,0
9077,Parker:  Additional I.V. Lines,Pancreatitis ,0
9078,Parker:  I.V. Hookup/First catheter/First 1000ml,Pancreatitis ,0
9079,Parker:  Metronidazole 5mg/ml Inj,Pancreatitis ,0
9080,Parker:  Hospital supply ,Pancreatitis ,0
9081,Parker:  Daily Maintenance of I.V.Fluids,Pancreatitis ,0
9082,Parker:  Radiograph third and additional exposure,Pancreatitis ,0
9083,Parker:  Oral Medication Administered (per day),Pancreatitis ,0
9084,Archie:  Ultrasound - NWVI,Renal Dysplasia ,0
9085,Archie:  Urinalysis,Renal Dysplasia ,0
9086,Archie:  DOUXO Chlorhex Shampoo 200ml,Renal Dysplasia ,0
9087,Archie:  Intestinal Parasite Screening (In House),Renal Dysplasia ,0
9088,Archie:  U/S Urine Collection & USG,Renal Dysplasia ,0
9089,Archie:  Hills - K9 I/D (LOW FAT) Cans,Renal Dysplasia ,0
9090,Archie:  Specialist Support Service,Renal Dysplasia ,0
9091,Archie:  SDMA - IDEXX,Renal Dysplasia ,0
9092,Brady:  Pill Pocket Canine Capsule,Fever/Lethargy ,0
9093,Oliver:  Nail Trim,"callus sweling with drainage, elbow and hawk ",0
9094,Oliver:  Physical Exam / Consultation,"callus sweling with drainage, elbow and hawk ",0
9095,Daisy:  ProSoothe GI Oral Paste 30ml,Gastroenteritis ,0
9096,Daisy:  Consult / Examination,Gastroenteritis ,0
9097,Daisy:  Digital Radiograph (First 2 films),Gastroenteritis ,0
9098,Daisy:  Famotidine 20mg,Gastroenteritis ,0
9099,Daisy:  Metronidazole 250mg,Gastroenteritis ,0
9100,Daisy:  Cerenia Injection per ml,Gastroenteritis ,0
9101,Bella:  FortiFlora Canine Probiotic 30 Sachets,diarrhea ,0
9102,Bella:  Metronidazole 100mg/mL Chicken Flvr,diarrhea ,0
9103,Harry--'Zoldmali Noe':  Phenobarbital 60mg,Pheno pickup ,0
9104,Harry--'Zoldmali Noe':  Shipping / Postage Fee,Pheno pickup ,0
9105,Zeke:  Cartrophen Vet 100mg/mL/mL OPINJ,Arthritis; Ongoing vomiting and diarrhea  ,0
9106,MURRAY:  Canine Bordetella (INTRANASAL),incontinence ,1
9107,MURRAY:  K9 Lepto 1yr Vaccine,incontinence ,1
9108,MURRAY:  K9 Influenza (H3N2) Vaccine 1 year ,incontinence ,1
9109,MURRAY:  Fecal + 4DX Canine IDX3180,incontinence ,1
9110,MURRAY:  B12/Folate - Texas,incontinence ,0
9111,MURRAY:  Mail Charge - Texas G.I. Lab,incontinence ,0
9112,MURRAY:  Comprehensive Exam,incontinence ,0
9113,MANTA:  OFFICE EXAM/CONSULTATION,ocular discharge ,0
9114,MANTA:  NEOPOLYDEX OPHTHAL. DROPS 5mL,ocular discharge ,0
9115,MANTA:  TRIFEXIS K9  40.1-60#'s 1 chew,ocular discharge ,1
9116,Mia:  Microchip Implant (includes Implant),Claim # 2306212  Demodex  ,1
9117,Mia:  Skin scraping/smear,Claim # 2306212  Demodex  ,0
9118,Mia:  Examination - consultation,Claim # 2306212  Demodex  ,0
9119,Mia:  Bravecto Yellow ( 2 - 4.5kg),Claim # 2306212  Demodex  ,1
9120,MANTA:  NEOPOLYDEX OPHTHAL. DROPS 5mL,ocular discharge ,0
9121,Bode:  LEPTOSPIROSIS 1 YEAR,"Hot Spots, Dialated Cardiomyopathy, Colitis ",1
9122,Bode:  Metronidazole 500 mg,"Hot Spots, Dialated Cardiomyopathy, Colitis ",0
9123,Bode:  Office Visit General,"Hot Spots, Dialated Cardiomyopathy, Colitis ",0
9124,Bode:  Service fee for Specialists (DO NOT INV),"Hot Spots, Dialated Cardiomyopathy, Colitis ",0
9125,Bode:  Endosorb Tab,"Hot Spots, Dialated Cardiomyopathy, Colitis ",0
9126,Bode:  SNAP Giardia ,"Hot Spots, Dialated Cardiomyopathy, Colitis ",0
9127,"Bode:  Ultrasound, Outside Specialist","Hot Spots, Dialated Cardiomyopathy, Colitis ",0
9128,Muku:  Rayne K9 Low Fat Kanga Maint Can 400g,Allergies ,0
9129,Keisha:  Prednisone (gen) 50mg Tab DISPCHR,Thrombocytopenia and thyroid medication ,0
9130,Dizzy:  SO Feline 17.6#,work up for inappropriate urination ,0
9131,Missy:  Office Visit with Vaccincation,hot spot on legg ,0
9132,Missy:  Canine DA2PPL(Annual),hot spot on legg ,1
9133,Missy:  Simplicef 200mg DIN02398001,hot spot on legg ,0
9134,Missy:  Bordetella (Annual),hot spot on legg ,1
9135,Red:  Heartworm Snap Test - In-house,Heartworm Test-Negative  ,1
9136,Red:  Technician Injection/Venipuncture Fee,Heartworm Test-Negative  ,1
9137,ROCKIT:  CARPROVET CHEWABLE 25mg,Limping on R rear leg ,0
9138,ROCKIT:  OFFICE EXAM/CONSULTATION,Limping on R rear leg ,0
9139,Jazz:  Biomedical Waste Disposal,"Eyelid tumor removed, pain meds ",0
9140,Jazz:  Dental Anesthesia ,"Eyelid tumor removed, pain meds ",0
9141,Jazz:  IV Administering/Monitoring,"Eyelid tumor removed, pain meds ",0
9142,Jazz:  Dental Coupon,"Eyelid tumor removed, pain meds ",0
9143,Jazz:  Cryo-Surgery,"Eyelid tumor removed, pain meds ",0
9144,Jazz:  Dental Cleaning Supplies,"Eyelid tumor removed, pain meds ",0
9145,Jazz:  Eyelid Tumor Removal w/ other procedure,"Eyelid tumor removed, pain meds ",0
9146,Jazz:  Dental X-Ray & Interpretation,"Eyelid tumor removed, pain meds ",0
9147,Jazz:  Elizabethan Collar 15cm,"Eyelid tumor removed, pain meds ",0
9148,Jazz:  Prophy/Exam Canine,"Eyelid tumor removed, pain meds ",0
9149,Jazz:  Fluids IV USE Per Liter #,"Eyelid tumor removed, pain meds ",0
9150,Jazz:  Ophtho Pack/Materials,"Eyelid tumor removed, pain meds ",0
9151,Jazz:  IV Set-Up & Catheter,"Eyelid tumor removed, pain meds ",0
9152,Jazz:  Rovera 25mg Chew Tab,"Eyelid tumor removed, pain meds ",0
9153,"Lulu:  Consultation, Neurology",Seizures ,0
9154,Lulu:  Gabapentin 100 mg Capsule,Seizures ,0
9155,Lulu:  Phenobarbital 16.2 mg (1/4 grain) Tablet,Seizures ,0
9156,Crosby:  Anal Glands Expressed,infected anal gland ,0
9157,Basil:  Rimadyl Chewable 75 mg (60 ct bottle),infected anal gland ,0
9158,Crosby:  Tech Assist 1/2 Hour/per Staff,infected anal gland ,0
9159,Ryzer:  Tacrolimus 0.02% 10ml (Summit),unresponsive to KCS treatment ,0
9160,Ryzer:  Isoptocarpine 2% (Pilocarpine) 15mL,unresponsive to KCS treatment ,0
9161,Basil:  Rimadyl Chewable 75 mg (60 ct bottle),Refill ,0
9162,Crosby:  Tech Assist 1/2 Hour/per Staff,Refill ,0
9163,Crosby:  Anal Glands Expressed,Refill ,0
9164,Louie:  Cerenia 24mg Tablets,refill meds ,0
9165,Louie:  Examination  Consultation,refill meds ,0
9166,AVI:  Nail Trim,Apoquel & Cytopoint Injection ,0
9167,Emma:  Canine MCRC Hypo HP 8 kg,atopica refill ,0
9168,Emma:  Canine MCRC Hypo HP Can,atopica refill ,0
9169,Coco Chanel:  Heartgard Plus K9 S 1-25lb/1-11kg 12,Allergies ,1
9170,Coco Chanel:  Ear Cleaning Simple,Allergies ,0
9171,Coco Chanel:  Claro Otic Solution/dose(per ear) IH,Allergies ,0
9172,Coco Chanel:  CADI (Cytopoint) 0-20lb OPINJ,Allergies ,0
9173,Coco Chanel:  Cytology Ear IHLAB,Allergies ,0
9174,Coco Chanel:  Bordetella A2P IN Vaccine 1yr,Allergies ,1
9175,Coco Chanel:  Exam/Consultation    Well Patient,Allergies ,0
9176,Coco Chanel:  Idexx HWAg Lyme Ehrlichia Anaplas (4,Allergies ,1
9177,Coco Chanel:  DA2-Pv Vaccine 1yr,Allergies ,1
9178,Kapiti:  Physical Exam - Sick,Hypercalcemia ,0
9179,Kapiti:  Radiograph Interpretation,Hypercalcemia ,0
9180,Kapiti:  Radiographs Up to 3 views,Hypercalcemia ,0
9181,Kapiti:  Selected Protein PV 5.9oz can - Feline,Hypercalcemia ,0
9182,Kapiti:  Cerenia 16mg - box of 4,Hypercalcemia ,0
9183,Kapiti:  Cerenia 10mg/ml injection,Hypercalcemia ,0
9184,Kapiti:  Buprenorphine 0.3mg/ml,Hypercalcemia ,0
9185,Kapiti:  Lyte 4 - In House,Hypercalcemia ,0
9186,Kapiti:  Feline fPL Snap Test - In House,Hypercalcemia ,0
9187,Kapiti:  Subcutaneous Fluid Admin & Supply,Hypercalcemia ,0
9188,Kapiti:  Chem 15 - In House,Hypercalcemia ,0
9189,Pepper:  Examination - Minor,Lump on left hind leg ,0
9190,Pepper:  Fine Needle Aspirate (In Clinic),Lump on left hind leg ,0
9191,Pepper:  CET Hextra Chews Petite 30/bag,Lump on left hind leg ,0
9192,Harper:  Dressing Change/Adjust,Torn Nail  ,0
9193,Niko:  Chlorhexidine Wipes 30 Ct,Skin issues ,0
9194,Niko:  Dispensing fee,Skin issues ,0
9195,Niko:  Cephalexin 500 mg,Skin issues ,0
9196,Niko:  Heartgard 51-100#,Skin issues ,1
9197,Niko:  Dispensing fee,Skin issues ,0
9198,Niko:  Cephalexin 250 mg,Skin issues ,0
9199,Niko:  Bravecto 44-88 lb,Skin issues ,1
9200,Lou:  Tramadol 100mg Tablet,djd ongoing ,0
9201,Lou:  Pill Pockets Duck & Pea K9 Small 2.6oz,djd ongoing ,0
9202,Lou:  Convenia Inj 80mg/ml per ml,djd ongoing ,0
9203,Lou:  Laser Therapy,djd ongoing ,0
9204,Lou:  Acupuncture Follow Up Treatment,djd ongoing ,0
9205,Lou:  Pill Pockets Duck & Pea K9 Large 6.6oz,djd ongoing ,0
9206,Lou:  RC K9 Select Protein KO 14kg,djd ongoing ,0
9207,Bear:  Prednisone Tablet - 50mg,Chronic Diarrhea ,0
9208,Bear:  Metronidazole 250mg tablet,Chronic Diarrhea ,0
9209,Mikey:  Amoxi 875mg/Clav 125mg tablets,Stiffnes ,0
9210,Mikey:  Metronidazole/Flagyl 250mg Tab,Stiffnes ,0
9211,Luna:  Follow Up Visit - One visit,Skin issue - likley allergies ,0
9212,Luna:  Apoquel 16mg,Skin issue - likley allergies ,0
9213,Jaxx:  Rimadyl Inj 50mg/ml,Neuter ,0
9214,Jaxx:  Soft-E Comfy/Recovery E-Collar Med,Neuter ,0
9215,Jaxx:  Ketamine 100mg/ml,Neuter ,0
9216,Jaxx:  Blood Collection / Prep Fee,Neuter ,0
9217,Jaxx:  Canine:Castration <40 lbs,Neuter ,0
9218,Jaxx:  Hospitalization <50lbs,Neuter ,0
9219,Jaxx:  Biohazard Waste Management Fee,Neuter ,0
9220,Jaxx:  Chem 10 w/ CBC (Pre-Anesthesia),Neuter ,0
9221,Jaxx:  Tramadol 50mg,Neuter ,0
9222,Jaxx:  Isoflurane Anesthesia < 50lbs 1st 30min,Neuter ,0
9223,Jaxx:  IV Catheter Placement,Neuter ,0
9224,Jaxx:  DexDomitor 0.5mg/ml,Neuter ,0
9225,Jaxx:  Morphine Sulfate 10mg/ml,Neuter ,0
9226,Charlie :  Caninsulin 10ml,diabetic med refill and eye meds ,0
9227,Charlie :  Optimmune Ointment 3.5g,diabetic med refill and eye meds ,0
9228,Charlie :  I-Drop vet plus 0.25% - 10ml BTL,diabetic med refill and eye meds ,0
9229,Jackson:  Emergency Transfer Exam,"vomiting, diarrhea, small adrenal glands on ultrasound ",0
9230,Milo:  Blood Collection Fee,Periodontal Disease Grade 2/ Mass face swollen ,0
9231,Milo:  Medical Waste Disposal,Periodontal Disease Grade 2/ Mass face swollen ,0
9232,Milo:  Cerenia 16Mg per dose,Periodontal Disease Grade 2/ Mass face swollen ,0
9233,Milo:  Exam - Urgent Care/Same Day,Periodontal Disease Grade 2/ Mass face swollen ,0
9234,Milo:  Metacam 10Ml,Periodontal Disease Grade 2/ Mass face swollen ,0
9235,Milo:  Ant: Adult Wellness w/ T4,Periodontal Disease Grade 2/ Mass face swollen ,0
9236,Milo:  Gabapentin 200mg/ml suspension (per ml),Periodontal Disease Grade 2/ Mass face swollen ,0
9237,Milo:  Metacam 15Ml,Periodontal Disease Grade 2/ Mass face swollen ,0
9238,Milo:  Convenia Inj. Per Ml,Periodontal Disease Grade 2/ Mass face swollen ,0
9239,Willie:  SQ Fluids Dog <30#,Diarrhea ,0
9240,Willie:  Pro Pectalin Paste 15ml,Diarrhea ,0
9241,Willie:  Office  Visit - EXAM,Diarrhea ,0
9242,Willie:  Metronidazole 50mg Tiny Tabs,Diarrhea ,0
9243,Gixes:  RCVCN Canine Original Treats 17.6z/ 500g 7,ongoing dermatitis and otitis externa ,0
9244,Gixes:  Exam/Consultation  Recheck (within 30 days,ongoing dermatitis and otitis externa ,0
9245,Harley:  Examination - Emergency,Bite Wound ,0
9246,Harley:  Clavamox Chew 250mg,Bite Wound ,0
9247,Harley:  Rimadyl 100mg Chewable tablet,Bite Wound ,0
9248,Luther:  Small Mass Removal+Anesth (Elect Procedur,Mass removal Dental is pre-existing ,0
9249,"Bruny:  Onsior 20 mg, 1 tablet",LImping ,0
9250,Bruny:  ONSIOR TABS CANINE 10mg 28/pkg,LImping ,0
9251,Buddy:  Tramadol (gen) 50mg Tab DISPCHR,Arthritis ,0
9252,Buddy:  Gabapentin (gen) 300mg Cap DISPCHR,Arthritis ,0
9253,Charlie:  Ubavet Omega 3 Fatty Acid 2200mg 120S,hip dysplasia ,0
9254,Charlie:  Metacam Oral 100 ml,hip dysplasia ,0
9255,Plume:  Vx Annual Fel Rabies Purevax*,Wellness And Vaccines  ,1
9256,Plume:  Biohazardous Medical Waste Disposal,Wellness And Vaccines  ,1
9257,Plume:  Antech Fecal O & P ,Wellness And Vaccines  ,1
9258,Plume:  Examination Annual Wellness Feline,Wellness And Vaccines  ,0
9259,Logan:  Cartrophen Injection per .25mls,"joint issue/limping and sk in issues, ongoing medications ",0
9260,Logan:  FortiFlora Canine 30's,"joint issue/limping and sk in issues, ongoing medications ",0
9261,Dorie:  AIS Radiology Interpretation,limping ,0
9262,Dorie:  RAD Extremities 3 Views,limping ,0
9263,Molly:  ADR Exam/Consultion,swollen paw limping ,0
9264,Chewie:  EXAMINATION -MINOR,RX REFILL  ,0
9265,Sterling:  Ranitidine HCL 30mg/mL (vanilla),RX REFILL  ,0
9266,Chewie:  GardPack 23-27.2kg Per Pack,RX REFILL  ,0
9267,Tucker:  RAD Abdominal 3-4 View,"continued vomiting, recheck x-rays ",0
9268,Tucker:  RAD Follow Up Radiographs each,"continued vomiting, recheck x-rays ",0
9269,Tucker:  AIS Radiologist Evaluation,"continued vomiting, recheck x-rays ",0
9270,"Tucker:  AIS Telemedicine 2hr STAT ""Office""","continued vomiting, recheck x-rays ",0
9271,Tucker:  Progress Evaluation,"continued vomiting, recheck x-rays ",0
9272,Ladie:  Entederm Ointment 15mL DISPMED,Recheck ears/meds/anals ,0
9273,Ladie:  Anal Sacs Expressed w/ Exam,Recheck ears/meds/anals ,0
9274,Ladie:  Synotic 8mL DISPMED,Recheck ears/meds/anals ,0
9275,Ladie:  Cytology Ear Recheck IHLAB,Recheck ears/meds/anals ,0
9276,Ladie:  Exam/Consultation Brief Ear/Skin Recheck,Recheck ears/meds/anals ,0
9277,Blizzard Junior:  NexGard Chew (10.1-24#) 12pk,Opened Neuter Incision ,1
9278,Blizzard Junior:  Heartgard+ 68mcg Chew 12PAK,Opened Neuter Incision ,1
9279,Blizzard Junior:  Convenia Antibiotic Injection - ,Opened Neuter Incision ,0
9280,Sookie:  Exam/Consultation   Medical Condition,"Masses (same masses as before) &  slow to lay down and sit, ear infection ",0
9281,KANDI:  APOQUEL 16 MG,rash ,0
9282,Honey Bell:  Fluoroscein Stain of Cornea,Corneal Ulcer  ,0
9283,Honey Bell:  Dr. Consultation ,Corneal Ulcer  ,0
9284,Honey Bell:  Remend Corneal Repair Gel,Corneal Ulcer  ,0
9285,Honey Bell:  Neo/Poly/Bac Ophth Ointment,Corneal Ulcer  ,0
9286,Molly Anne:  Dasuquin Large Canine,Limping left front ,0
9287,Sales Tax,Limping left front ,0
9288,"Finn:  Ultrasound, Outside Specialist",heart murmur ,0
9289,Finn:  Service fee for Specialists (DO NOT INV),heart murmur ,0
9290,Bella:  Aventi Omega 3 Complete  500ml,skin issue  ,0
9291,Jake:  Doctor's Consult (Ill Pet Visit),Lymphoma  ,0
9292,Jake:  NexGard 24.1-60 lb 3 pk,Lymphoma  ,1
9293,Jake:  Nail Trim (Easy One Person),Lymphoma  ,0
9294,"Norah:  Consultation, Recheck Standard I",Relapse IMPA ,0
9295,Finley:  Viralys Gel 5oz,URTI ,0
9296,Laila:  CANINE HYPO HP SM BREED **4KG**,Itchy skin ,0
9297,Laila:  Consult - Recheck,Itchy skin ,0
9298,Laila:  CANINE HYPO HP **CAN**,Itchy skin ,0
9299,Laila:  CANINE HYDROLYZED TREATS,Itchy skin ,0
9300,Rogue:  CANINE GASTRO HIGH ENG **CAN**,Front leg injury & GI managment ,0
9301,Rogue:  Injection - SQ - CERENIA,Front leg injury & GI managment ,0
9302,Rogue:  MIRTAZAPINE 15MG TAB,Front leg injury & GI managment ,0
9303,Rogue:  CERENIA 60MG TAB (BOX OF 4),Front leg injury & GI managment ,0
9304,Rogue:  GABAPENTIN 100 MG CAPS,Front leg injury & GI managment ,0
9305,Rogue:  AVENTI LIVER COMPLETE - 90'S,Front leg injury & GI managment ,0
9306,Rogue:  METRONIDAZOLE 250 MG,Front leg injury & GI managment ,0
9307,Rogue:  PREDNISONE 50 MG TAB,Front leg injury & GI managment ,0
9308,Rogue:  Vet Blood Panel 2 w/ Urine - In House,Front leg injury & GI managment ,0
9309,Hank:  Oclacitinib Apoquel 16mg Tablets,"Adverse reaction to food (food allergy), environmental-allergen induced atopic dermatitis (atopy), Malassezia hypersensitivity (yeast allergy), seborrhea sicca ",0
9310,Hank:  Consult Recheck,"Adverse reaction to food (food allergy), environmental-allergen induced atopic dermatitis (atopy), Malassezia hypersensitivity (yeast allergy), seborrhea sicca ",0
9311,Hank:  1cc syringe/27G needle for dispensing,"Adverse reaction to food (food allergy), environmental-allergen induced atopic dermatitis (atopy), Malassezia hypersensitivity (yeast allergy), seborrhea sicca ",0
9312,Hank:  Douxo Seborrhea Spray 200mL,"Adverse reaction to food (food allergy), environmental-allergen induced atopic dermatitis (atopy), Malassezia hypersensitivity (yeast allergy), seborrhea sicca ",0
9313,Panda:  Cephalexin 500 MG Capsules,conjunctivitis in both eyes ,0
9314,Panda:  Exam - Health Concern,conjunctivitis in both eyes ,0
9315,Panda:  Temaril-P Tablets,conjunctivitis in both eyes ,0
9316,Panda:  Trazodone Tablet 100 mg,conjunctivitis in both eyes ,0
9317,Panda:  Pedicure,conjunctivitis in both eyes ,0
9318,Panda:  Gentamicin OPHTHALMIC Solution,conjunctivitis in both eyes ,0
9319,Panda:  Eye - Corneal Staining,conjunctivitis in both eyes ,0
9320,Gunther:  CBC Oncology in clinic,chemotherapy ,0
9321,Gunther:  Discount: CBC Oncology in clinic,chemotherapy ,0
9322,"Gunther:  Discount: Consultation, Brief",chemotherapy ,0
9323,"Gunther:  Consultation, Brief",chemotherapy ,0
9324,"Gunther:  Nitrogen Mustard,Mustargen 10mgInjVialBV",chemotherapy ,0
9325,Gunther:  Vincristine 1 mg/ml Inj. (per ml),chemotherapy ,0
9326,Gunther:  Procarbazine (Matulane) 50 mg Capsule BV,chemotherapy ,0
9327,Gunther:  Discount: Chemo Setup I,chemotherapy ,0
9328,Gunther:  Discount: Procarbazine (Matulane) 50 mg ,chemotherapy ,0
9329,"Gunther:  Discount: Nitrogen Mustard,Mustargen 10m",chemotherapy ,0
9330,Gunther:  Discount: Maropitant(Cerenia)10mg/ml Inj,chemotherapy ,0
9331,Gunther:  Discount: Vincristine 1 mg/ml Inj. (per ,chemotherapy ,0
9332,Gunther:  Chemo Setup I,chemotherapy ,0
9333,Gunther:  Maropitant(Cerenia)10mg/ml Inj(perml) BV,chemotherapy ,0
9334,Cody:  Meloxicam (Metacam) K9 1.5mg/mL/1mL DISPMED,Pain and poor appetite ,0
9335,Cody:  RCVD GI High Energy K9 13.6oz/385g Cn 66320,Pain and poor appetite ,0
9336,Cody:  Exam/Consultation   Medical Condition,Pain and poor appetite ,0
9337,Lala:  Consultation,ear infection ,0
9338,Lala:  Surolan 15ml,ear infection ,0
9339,Piper:  FortiFlora Canine Probiotic Supplement /ea,Soft Stool ,0
9340,Piper:  Interceptor Plus 25.1-50lb/11.4-22.7kg 6pk,Soft Stool ,1
9341,Maggie:  IV Cath/Fluids-short term,dental ,0
9342,Maggie:  Sanos Dental Sealant over 20 lbs.,dental ,0
9343,Maggie:  Dental/Isoflurane 41-60 lbs,dental ,0
9344,Maggie:  Pre-Op Blood Panel - Comp.GHP+CBC,dental ,0
9345,P.U. Kitty:  AmoxiClav (Clavamox) 62.5mg/mL 15mL D,Cyst ,0
9346,P.U. Kitty:  US Guided Cystocentesis,Cyst ,0
9347,Sales Tax,Cyst ,0
9348,P.U. Kitty:  TBF UA HWAb Fel SA722,Cyst ,0
9349,P.U. Kitty:  Exam/Consultation   Medical Condition,Cyst ,0
9350,P.U. Kitty:  Elizabethan Collar Buster Clic Sz 10c,Cyst ,0
9351,P.U. Kitty:  Fine Needle Aspirate Deep Structure,Cyst ,0
9352,P.U. Kitty:  Cytology (Initial Sample) CYTO,Cyst ,0
9353,Cash:  YGIA-14 Probiotic 7.9g K9 >10kg DISPMED,Acute Diarrhea ,0
9354,Cash:  Fecal O&PCmb T808 1yr,Acute Diarrhea ,0
9355,Cash:  Metronidazole (gen) 250mg Tab DISPMED,Acute Diarrhea ,0
9356,Cash:  Exam/Consultation   Medical Condition,Acute Diarrhea ,0
9357,P.U. Kitty:  Panolog Ointment 15mL DISPMED,Medication ,0
9358,Koda:  Skin Support Canine 14 KG ,Allergies ,0
9359,NOVA:  EXAM RECHECK,Allerigies ,0
9360,NOVA:  CYTOPOINT INJECTION FEE,Allerigies ,0
9361,NOVA:  MICODERM 2% SHAMPOO 8oz,Allerigies ,0
