PreventiveFlag,CombinedText
0,"Whisky:  Aer Cult & Sens/Ana Cult, ID 500 (PCL) | Urinary issues, bladder mass "
0,"Whisky:  Butorphanol 10 mg/ml Inj. (per ml) | Urinary issues, bladder mass "
0,"Whisky:  Carprofen(Rimadyl) 25mg Chewable Tab BV | Urinary issues, bladder mass "
0,"Whisky:  Urinalysis w/ C&S - 548 (PCL) | Urinary issues, bladder mass "
0,"Whisky:  Anesthesia Induction | Urinary issues, bladder mass "
0,"Whisky:  Medical Handling/Processing | Urinary issues, bladder mass "
0,Daisy:  EXAMINATION W/CONSULTATION | Vomiting 
0,"Brownie (Brrr):  Consultation, Oncology Recheck | Hypercalcemia, susp. malignancy- Large Cell Lymphoma "
0,"Brownie (Brrr):  CBC (AT-T330) | Hypercalcemia, susp. malignancy- Large Cell Lymphoma "
0,"Brownie (Brrr):  Chemo Biohazard Safety | Hypercalcemia, susp. malignancy- Large Cell Lymphoma "
0,"Brownie (Brrr):  VinCRISTine 1 mg/ml Inj. (per ml) | Hypercalcemia, susp. malignancy- Large Cell Lymphoma "
0,"Brownie (Brrr):  Chemo Setup III | Hypercalcemia, susp. malignancy- Large Cell Lymphoma "
0,Queenie:  Hill's Feline z/d 5.5 oz can (SO) | Alopecia 
0,Queenie:  Comprehensive Physical Exam | Alopecia 
0,Queenie:  Nail Trim - With Assistance | Alopecia 
0,Queenie:  Shave Mats/Trim Hair--Minor | Alopecia 
0,Queenie:  Impression Smear & In-House Cytology | Alopecia 
0,Queenie:  Clavamox 62.5 mg chewable tablets | Alopecia 
0,Queenie:  Chlorhexidine-Soaked Gauze (bag) | Alopecia 
0,Parker:  Adoptive T Cell Therapy | Lymphoma  
0,Bula:  Royal Canin Canine GI High En 13.6oz | Vaccine Reaction 
0,Bula:  Panacur 1-20 lbs 5 days | Vaccine Reaction 
0,Bula:  Ponazuril 100mg capsule | Vaccine Reaction 
0,Bula:  Metronidazole 250mg (Flagyl) | Vaccine Reaction 
0,Cinta:  Presc. Diet Canine T/D Sm 2.26kg | Heart Murmur & UTI  
0,Cinta:  Urinalysis (with collection) | Heart Murmur & UTI  
0,"Frances:  Rehabilitation, Follow Up |     2629615 for Muscle Stiffness, Atopy "
0,"Frances:  Hydroxyzine HCL 50 mg Tablets |     2629615 for Muscle Stiffness, Atopy "
0,Finnegan:  Dental Case Management (referral) | crowding teeth  
0,Pablo:  Inj Cefazolin xl large | Ear and skin Infection 
0,Pablo:  Exam/Office Visit | Ear and skin Infection 
0,Pablo:  Inj Antihistamine large | Ear and skin Infection 
0,Pablo:  Skin Scraping | Ear and skin Infection 
0,Pablo:  Cephalexin 500 mg | Ear and skin Infection 
0,Pablo:  Surolan Drops 15 ml | Ear and skin Infection 
0,Pablo:  ear Cytology | Ear and skin Infection 
0,Pablo:  Ear Flush grade 1 | Ear and skin Infection 
0,Ellie:  UA Urine MIC M133 | Urinary tract infection 
0,Noah:  Internal Medicine Recheck Brief | chemo  
0,"Zoe:  Internal Medicine Recheck Brief | Respiratory concerns - CHF, Recheck "
0,"Zoe:  RAD FollowUp Radiograph | Respiratory concerns - CHF, Recheck "
0,"Zoe:  PCV/TP ADD IHLAB | Respiratory concerns - CHF, Recheck "
0,"Zoe:  Catalyst Chem15 + CBC +Lytes IDX IHLAB | Respiratory concerns - CHF, Recheck "
0,Benson:  Medical waste disposal | Lethargic/diarrhea/fever Follow up from treatments done 12/31/18 at our office and hospitalization at VCA on 1/1/19-1/2/19.
0,Benson:  Cytology | Lethargic/diarrhea/fever Follow up from treatments done 12/31/18 at our office and hospitalization at VCA on 1/1/19-1/2/19.
0,Maxwell:  Vetmedin 2.5mg | Lethargic/diarrhea/fever Follow up from treatments done 12/31/18 at our office and hospitalization at VCA on 1/1/19-1/2/19.
0,Benson:  Routine Health Exam | Lethargic/diarrhea/fever Follow up from treatments done 12/31/18 at our office and hospitalization at VCA on 1/1/19-1/2/19.
0,Nolan:  Onsior Canine 10mg tab (Robenacoxib) | anal sac abscess 
0,Nolan:  Clavaseptin 62.5 mg tab | anal sac abscess 
0,Boss:  EXAMINATION WITH VACCINATIONS | sKIN ISSUES 
0,Boss:  CADI (Cytopoint) 40mg/Vial (Add 650) | sKIN ISSUES 
0,Boss:  INJECTION SC/IM | sKIN ISSUES 
0,Boss:  CADI (Cytopoint) 20mg/Vial  (Add 650) | sKIN ISSUES 
0,Boss:  Tri-Otic Ointment- 15 Gram | sKIN ISSUES 
0,Boss:  Clindamycin 300 mg/ capsule | sKIN ISSUES 
0,Boss:  HAZARDOUS WASTE FEE | sKIN ISSUES 
0,Benjamin:  Cartrophen Injection WEEKLY < 25kg | Ear infection 
0,Benjamin:  Ear Swab/Mite Check | Ear infection 
0,Eevee:  RAD Full Mouth Dental Xray Canine | Abscessed molar root 
0,Eevee:  Nail Trim Canine | Abscessed molar root 
0,Eevee:  Fluids Dentistry | Abscessed molar root 
0,Eevee:  Meloxicam (Metacam) 5mg/mL/mL IHINJ | Abscessed molar root 
0,Eevee:  Tramadol (gen) 50mg Tab DISPMED | Abscessed molar root 
0,Eevee:  Resources K9 Re-Flex Joint Plus 120ct DISP | Abscessed molar root 
0,Eevee:  Block Dental/quadrant | Abscessed molar root 
0,Eevee:  Anesthesia Dentistry | Abscessed molar root 
0,Eevee:  Clindoral Treatment | Abscessed molar root 
0,Eevee:  Anal Sacs Expressed | Abscessed molar root 
0,Eevee:  Extract Premolar/Molar 1 Root Rtn | Abscessed molar root 
0,Eevee:  DENTAL Evaluation+Clean Rtn K9 | Abscessed molar root 
0,Eevee:  Maropitant (Cerenia) 16mg Tab DISPMED | Abscessed molar root 
0,Eevee:  Meloxicam (Metacam) 0.5mg/mL/15mL DISPMED | Abscessed molar root 
0,Sales Tax | Abscessed molar root 
0,Rascal:  Meloxicam 1.5mg/ml 10ml  | re-staging after resection of a hepatic biliary cystadenocarcinoma 
0,Toby:  Internal Medicine Recheck Brief | Chemo  
0,Toby:  CBC W/ Differential IHLAB | Chemo  
0,Toby:  PCV/TP ADD IHLAB | Chemo  
0,Toby:  Chemotherapy Admin 1 Simple INJ | Chemo  
0,Toby:  Chemotherapy Admin 1 Simple INJ | Chemo  
0,Toby:  Cytarabine (gen) 100mg/mL/20mL Vl INJ | Chemo  
0,Toby:  Cyclosporine (Atopica) 25mg Cap 15ct DISPCH | Chemo  
0,Bim:  CONSULTATION | Ongoing Skin Issues  
0,Bim:  Simplicef Tab 200mg DIN02398001 | Ongoing Skin Issues  
0,Bim:  EAR/SKIN CYTOLOGY | Ongoing Skin Issues  
0,Bim:  Vanectyl-P Tablets   DIN 00170925 | Ongoing Skin Issues  
0,Skype:  Viaderm KC Cream 15g | Allergic dermatitis 
0,Skype:  Proviable (per capsule) | Allergic dermatitis 
0,Skype:  Cytopoint 10mg Injection | Allergic dermatitis 
0,Skype:  Examination & Consultation | Allergic dermatitis 
0,Skype:  Canine Hypoallergenic HP 3.5kg | Allergic dermatitis 
0,Skype:  Cytopoint 40mg injection | Allergic dermatitis 
0,Skype:  Acetate Strip | Allergic dermatitis 
0,Skype:  Burows Ear Solution 30ml | Allergic dermatitis 
0,Skype:  Cephalexin 500mg Tablet | Allergic dermatitis 
0,Cleopatra:  FortiFlora Canine Probiotic Supplement | renal insufficiency follow up 
0,Cleopatra:  Exam/Consultation  Recheck (within 30  | renal insufficiency follow up 
0,Cleopatra:  Renal Panel Complete Profile IDX | renal insufficiency follow up 
0,Georgie:  IDEXX Urinalysis with Reflex UPC (If | recheck labs for protein in urine.   (Emailed records as requested to priority@trupanion.com) 
0,Zara:  Diphenhydramine 50mg/ml | Full Body Rash 
0,Zara:  Cephalexin 500 mg | Full Body Rash 
0,Zara:  Urgent Exam | Full Body Rash 
0,"Goomba:  Ultrasound - Recheck | Vomiting (Cholecystitis), Polycythemia "
0,"Goomba:  PCV/TP emergency | Vomiting (Cholecystitis), Polycythemia "
0,Fletcher :  Splint Change |  right proximal tibial fracture 
0,Fletcher :  DexDomitor DIN 02333929 |  right proximal tibial fracture 
0,Fletcher :  PRE ANESTHETIC PANEL |  right proximal tibial fracture 
0,Fletcher :  Butorphanol 10 mg/ml |  right proximal tibial fracture 
0,Fletcher :  Antisedan DIN 02237744 |  right proximal tibial fracture 
0,Nala:  Carprofen caplet 100mg | Limping -LTL 
0,Fletcher :  DexDomitor DIN 02333929 |  right proximal tibial fracture 
0,Fletcher :  Hydromorphine Inj 10 mg/ml (per ml) |  right proximal tibial fracture 
0,Fletcher :  CONSULTATION |  right proximal tibial fracture 
0,Fletcher :  RADIOGRAPH (INITIAL) |  right proximal tibial fracture 
0,Fletcher :  CATHETER IV |  right proximal tibial fracture 
0,Fletcher :  Metacam  10 mL DIN 02237715 |  right proximal tibial fracture 
0,Fletcher :  SPLINT APPLICATION |  right proximal tibial fracture 
0,Bo:  Hill's L/D K9 17.6# | Lameness 
0,Porter:  Examination | Lameness 
0,Charlie:  Exam/Consultation CareClub | Dental  
0,Charlie:  OraVet Dental Hygiene Chews Sm 30ct 10-2 | Dental  
0,Charlie:  Ear Clean Simple under Anesthesia | Dental  
0,Charlie:  Nail Trim under Anesthesia | Dental  
0,"TBD:  Mometamax Otic Susp 15g DISPMED | Exam, Fecal Test, Check Ears "
0,"TBD:  Exam/Consultation CareClub | Exam, Fecal Test, Check Ears "
0,"TBD:  MISC Prescription DISPMED | Exam, Fecal Test, Check Ears "
0,"TBD:  Cytology Ear IHLAB | Exam, Fecal Test, Check Ears "
0,"Weezy:  Gabapentin Capsules 100mg  | Cervical pain, inappetance "
0,"Weezy:  Galliprant 100mg Tabs  | Cervical pain, inappetance "
0,"Weezy:  Galliprant 20mg Tabs | Cervical pain, inappetance "
0,Sweetie:  Zylkene 75mg Cap 30ct | anxiety 
0,Ramone:  Exam/Consultation  Recheck (within 30 day | Pruritis 
0,Ramone:  Apoquel (Oclacitinib) 16mg Tab DISPMED | Pruritis 
0,Ramone:  Skin Scraping IHLAB | Pruritis 
0,Laura:  Zylkene 75mg Cap 30ct | anxiety 
0,Presley:  Tramadol Tablets (50mg) | pain medication- tramadol  
0,Presley:  Omega-3 Skin Support Small 60 Count | pain medication- tramadol  
0,Nixon:  Blood Collection Fee | elevated creatine 
0,Nixon:  Kidney Panel (Chem 15/ SDMA)  | elevated creatine 
0,Pallodin:  Metronidazole 40mg cap | oncology 
0,Pallodin:  Gabapentin 10mg caps | oncology 
0,Pallodin:  Progut Plus Oral Paste 15ml | oncology 
0,Daisy:  Exam/Consultation   Medical Condition | Acute Neurological Event  
0,Daisy:  RAD Thorax 3-4 Views | Acute Neurological Event  
0,Daisy:  TBF UA SA705 | Acute Neurological Event  
0,Ramone:  PPVD HA Hydrolyzed K9 25lb 17254 | Pruritis 
0,Rider:  Dasuquin Chewable tabs - Sm & Med Dog | limping  
0,Barker:  Office Visit | Heart issues Previous claim at different vet
0,Barker:  Blood: VetScan Comprehensive Profile | Heart issues Previous claim at different vet
0,Barker:  Blood Collection Fee | Heart issues Previous claim at different vet
0,Nyla:  Fortiflora Probiotic Canine  | Dental  
0,Nyla:  Discount: PREP. BLOOD PROFILE | Dental  
0,Nyla:  PREP. BLOOD PROFILE | Dental  
0,Nyla:  Discount: Day Observation/Hospitalization | Dental  
0,Nyla:  Discount: ANESTHESIA - MAINTENANCE 10MIN | Dental  
0,Nyla:  TEETH SCALE/POLISH K9  Grade l/ll | Dental  
0,Nyla:  Discount: TEETH SCALE/POLISH K9  Grade l/ll | Dental  
0,Nyla:  FLUIDS IV INTRA OPERATIVE | Dental  
0,Nyla:  DENTAL ANAESTHESIA INDUCTION | Dental  
0,Nyla:  Discount: DENTAL ANAESTHESIA INDUCTION | Dental  
0,Nyla:  Discount: Laser Therapy Single Site Minor | Dental  
0,Nyla:  Discount: Dental Xrays - Full mouth series  | Dental  
0,Nyla:  Laser Therapy Single Site Minor | Dental  
0,Nyla:  ANESTHESIA - MAINTENANCE 10MIN | Dental  
0,Nyla:  Dental Xrays - Full mouth series Canine | Dental  
0,Nyla:  Discount: FLUIDS IV INTRA OPERATIVE | Dental  
0,Nyla:  Day Observation/Hospitalization | Dental  
0,"Gimli:  Exam/Consultation   Medical Condition | Diarrhea, Vomiting and Inappetance "
0,Charlie:  Urinalysis | Urolithiasis recheck urinalysis
0,Lava:  OSHA Medical Waste Compliance | Mass  
0,Lava:  Physical Exam by DVM: Comprehensive | Mass  
0,Lava:  Fine Needle Aspiration of Mass/Swelling | Mass  
0,Millie:  IDX Total Health Plus Profile w/Triglyc | Colitis 
0,Millie:  Metronidazole 250mg | Colitis 
0,Millie:  Blood Collection / Prep Fee | Colitis 
0,Sonny:  Large Dog Sedation (>20kg) | Chronic intermittent vomiting. mostly early in the morning. physical exam : NSF 
0,Sonny:  Radiologist referral(U/S or X-rays) | Chronic intermittent vomiting. mostly early in the morning. physical exam : NSF 
0,"Sonny:  Fecal Examination, Flotation | Chronic intermittent vomiting. mostly early in the morning. physical exam : NSF "
0,Sonny:  Snap Giardia | Chronic intermittent vomiting. mostly early in the morning. physical exam : NSF 
0,Sonny:  Omeprazole 20 mg #12603 | Chronic intermittent vomiting. mostly early in the morning. physical exam : NSF 
0,Sonny:  In-House Wellness (complete no t4) | Chronic intermittent vomiting. mostly early in the morning. physical exam : NSF 
0,"Sonny:  Radiograph, Primary View | Chronic intermittent vomiting. mostly early in the morning. physical exam : NSF "
0,"Sonny:  Consultation, General | Chronic intermittent vomiting. mostly early in the morning. physical exam : NSF "
0,"Sonny:  Radiograph, Additional View | Chronic intermittent vomiting. mostly early in the morning. physical exam : NSF "
0,"Sonny:  Consultation, Brief | Chronic intermittent vomiting. mostly early in the morning. physical exam : NSF "
0,"Lambeau:  Consultation, Recheck | Acupuncture/Chiropractics "
0,"Dude:  Wellness Exam | GIARDIA, IBD "
0,"Dude:  Blood Pressure | GIARDIA, IBD "
0,"Dude:  Blood Collection / Prep Fee | GIARDIA, IBD "
0,"Dude:  IDX Total Health Plus Profile w/Triglyc | GIARDIA, IBD "
0,"Dude:  Ultrasound - Guided Cystocentesis | GIARDIA, IBD "
0,Duna:  Famotidine 10mg tablets | Limping 
0,Duna:  Propectalin | Limping 
0,Duna:  I/D K9 17.6 lb bag | Limping 
0,Sales Tax | Limping 
0,Duna:  Proviable DC Caps 80ct k9/fel | Limping 
0,Duna:  IV Catheterization | Limping 
0,Duna:  Medical Observation Level 1 | Limping 
0,Duna:  2 View Chest X-Rays | Limping 
0,Duna:  Recheck Exam | Limping 
0,Duna:  Well Panel Jr K9 (CBC/Chem17/Lytes) | Limping 
0,Duna:  Z/D Ultra k9 17.6lb bag  | Limping 
0,Duna:  iVet Large Breed Puppy 17.6# | Limping 
0,Duna:  IV Fluids | Limping 
0,Duna:  Radiograph Additional View | Limping 
0,Duna:  Sedation (large) | Limping 
0,Duna:  Barium Administration | Limping 
0,"Molly:  Claro Otic Solution Bilateral | Otitis, conjunctivitis, pododermatitis "
0,"Molly:  Ear Cleaning Simple | Otitis, conjunctivitis, pododermatitis "
0,"Molly:  Neo Poly Dex Oph. Drops 5ml | Otitis, conjunctivitis, pododermatitis "
0,"Molly:  Corneal Staining | Otitis, conjunctivitis, pododermatitis "
0,"Molly:  Ear Cytology In House | Otitis, conjunctivitis, pododermatitis "
0,"Molly:  Exam, Annual | Otitis, conjunctivitis, pododermatitis "
0,Dyson:  Cartrophen Vet 100mg/ml | check leg 
0,Dutch:  Office Visit | Puritis 
0,Dutch:  Discount: Office Visit | Puritis 
0,Luna:  Blood Draw | Bloodwork for dental 
0,"Luna:  ANT Pre-Op Screen, CBC | Bloodwork for dental "
0,Merlin:  Proviable Kit Large Dog | diarrhea 
0,"Merlin:  Senior Profile 1- Superchem, CBC, T4, UA | diarrhea "
0,Merlin:  Metronidazole 250 mg (Flagyl) tablets | diarrhea 
0,Lucca:  NSAID Panel In House | Elevated Liver Enzymes 
0,"Chanel:  INJECTION- Convenia Vin #805423000 | RECHECK: Upper lips both had significant ulcers at last visit, L>R. Owner still using steroids EOD (0.3 ml). Today, right side is almost fully healed, but left side is not (although much better). Continue with steroids EOD for a few more weeks, then taper off if resolved. Repeat ATB injection - convenia 0.66 ml SQ -MD "
0,"Chanel:  Prednisolone 10mg/ml | RECHECK: Upper lips both had significant ulcers at last visit, L>R. Owner still using steroids EOD (0.3 ml). Today, right side is almost fully healed, but left side is not (although much better). Continue with steroids EOD for a few more weeks, then taper off if resolved. Repeat ATB injection - convenia 0.66 ml SQ -MD "
0,Kobi:  EXAMINATION/CONSULTATION | Eye infection 
0,Kobi:  Maxitrol Solution 5 ml DIN00042676 | Eye infection 
0,"Kona:  Clavaseptin 250mg |  Wednesday, January 02, 2019   "" Kona""   Amano   15 kilograms 4 Yrs. 5 Mos.  03:38 PM    HISTORY:     Current Diet: RC Adult Blood in her urine on and off for the last week.  Occasionally her urine seems to start normally but ends with a bloody tinge.  Urinating about 4x/day.  No urgency or discomfort. Otherwise well.  Hiroko brought in two urine samples but both contained snow.     PHYSICAL EXAMINATION:   Body Score:       3  / 5 mm: pink, moist, crt<2s. CVS/lungs auscult normally. Bladder not obvious on abdominal palpation.  No discomfort on abdominal palpation.   T: 39.4C   PLAN:      DIET RECOMMENDATION: Recommend full u/a prior to starting any medication.  Both UTI and urolith would be possibilities.     DIAGNOSIS:  Urinary Tract Infection, Urolithiasis     PRESCRIPTION(S): Await urine results. "
0,Bentley:  Viaderm Cream 15g | dermatitis - accidently sent the wrong invioce on the previous claim 
0,Chopper:  Laser Therapy | Back Pain and Lump 
0,Chopper:  Gabapentin 100mg capsules | Back Pain and Lump 
0,Chopper:  Radiograph (Each Additional Views) | Back Pain and Lump 
0,Chopper:  Codeine 15 mg | Back Pain and Lump 
0,Chopper:  Metacam 100ml | Back Pain and Lump 
0,Chopper:  Fine Needle Aspirate | Back Pain and Lump 
0,Chopper:  Consultation/Examination | Back Pain and Lump 
0,"Cookie:  Levothyroxine (all) 0.1mg Tab DISPCHR | Perivulva inflammation (dermatitis), Ventral abdomen dermatitis, Periocular dermatitis, Otitis externa (left) "
0,Griffey:  Claro Otic Gel | Possible ear infection 
0,Griffey:  Ear Smear/Microscopic exam | Possible ear infection 
0,Griffey:  Comprehensive Physical Exam | Possible ear infection 
0,Frankie:  Tri OMEGA Fatty Acid Liquid w/ Pump 8oz | Alopecia 
0,Frankie:  Skin Scrape & Cytology In House | Alopecia 
0,Frankie:  Bravecto Orange 10-22# Chew Tab #14042 | Alopecia 
0,"Frankie:  Examination, Problem Oriented | Alopecia "
0,Frankie:  Purina Fortiflora Canine #14043 | Alopecia 
0,Schoko:  Recovery SA Chews Extra Strength 120 | on-going joint supplement as recommended by Dr. Dube 
0,Yoda:  MEDICAL WASTE FEE | Alllergies 
0,"Yoda:  Injection, Cytopoint 80.1-90 LB 90mg | Alllergies "
0,Bruce:  RAD Thorax 1-2 Views | unexplained vomiting 
0,Bruce:  Metoclopramide (gen) 5mg Tab DISPMED | unexplained vomiting 
0,Bruce:  Exam/Consultation   Medical Condition | unexplained vomiting 
0,Bruce:  AIS Radiology Interpretation | unexplained vomiting 
0,Nemo:  Exam - Consultation | Patellar luxation 
0,Nemo:  Flexadin Plus Chew Cats & Sm. Dogs 90s | Patellar luxation 
0,Wendel:  CADI (Cytopoint) 40mg/mL/VIAL OPINJ | food allergy 
0,Wendel:  CADI (Cytopoint) 10mg/mL/VIAL OPINJ | food allergy 
0,Finn:  Carprofen 100 mg Caplets | tail trauma 
0,Finn:  Exam - Office Visit | tail trauma 
0,"Sophie:  Exam/Consultation   Medical Condition | Dermatitis, skin allergies "
0,Tucker:  Gabapentin 100mg | Stiffness 
0,Henry:  Office Exam / Consultation - K-9/Feline | Neck Pain 
0,Tess:  Oncology Recheck | Mass Removal; Chemotherapy 
0,"Tess:  CBC, with Manual Diff, | Mass Removal; Chemotherapy "
0,Tess:  Phaseal Usage Charge | Mass Removal; Chemotherapy 
0,Tess:  Oncology Nursing/Administration 2 | Mass Removal; Chemotherapy 
0,Tess:  Mitoxantrone Hcl Injection | Mass Removal; Chemotherapy 
0,"Tess:  Catheter, IV, Capped | Mass Removal; Chemotherapy "
0,Tess:  Hazardous Waste Fee | Mass Removal; Chemotherapy 
0,Asiah:  RC Feline Satiety Support 3.5kg | meds for gastrointestinal problems  
0,Nova:  PVD Canine Fortiflora Supplement  | meds for gastrointestinal problems  
0,Nova:  Metronidazole 250 mg | meds for gastrointestinal problems  
0,Nova:  EXAMINATION | meds for gastrointestinal problems  
0,Nova:  RC Canine GI Moderate Calorie 4kg | meds for gastrointestinal problems  
0,Booker:  Cartrophen Vet 100mg/mL/mL OPINJ | Arthritis 
0,Scout:  AmoxiClav (Clavaseptin) 250mg Tab DISPMED | Wound Debridement  
0,Scout:  HOSP/hour Level 1 K9 L | Wound Debridement  
0,Scout:  Bandage Light Wrap | Wound Debridement  
0,Scout:  Robenacoxib (Onsior) 20mg/mL/mL IHINJ | Wound Debridement  
0,Scout:  Exam/Consultation   Medical Condition | Wound Debridement  
0,Scout:  Wound Advanced/Debridement/15min | Wound Debridement  
0,Scout:  Sedation Level 2 | Wound Debridement  
0,Scout:  HOSP Setup | Wound Debridement  
0,Scout:  Trazodone HCL (gen) 100mg Tab DISPMED | Wound Debridement  
0,Scout:  Robenacoxib (Onsior) 40mg K9 Tab DISPMED | Wound Debridement  
0,Scout:  AmoxiClav (Clavaseptin) 50mg Tab DISPMED | Wound Debridement  
0,Foxy:  Isaderm Gel 15g - Topical Antibiotic | Sore on paw  
0,Foxy:  CET Hextra Large Chews | Sore on paw  
0,Foxy:  Gabapentin Capsules - 300 mg | Sore on paw  
0,Foxy:  Chlorhexidine 2% Solution 120 ml Bottle | Sore on paw 
0,Foxy:  Clavaseptin 500 mg Tablets-Antibiotic | Sore on paw 
0,Foxy:  Gabapentin Tablets - 600 mg | Sore on paw 
0,Foxy:  Oral Sedation Surcharge - DexDomitor | Sore on paw 
0,Foxy:  Aerobic Culture & Antibiotic Sensitivity | Sore on paw 
0,Foxy:  Pill Pockets - Canine Chicken 224g | Sore on paw 
0,Foxy:  CET Hextra Large Chews | Sore on paw 
0,Foxy:  Bandage Management - Small Initial | Sore on paw 
0,Foxy:  Clavaseptin 500 mg Tablets-Antibiotic | Sore on paw 
0,Foxy:  Prescription-Fluoxetine 40 mg tablets | Sore on paw 
0,Teddy:  Exam/Consultation   Medical Condition | Subcutaneous Masses 
0,Teddy:  Cytology CCYTO | Subcutaneous Masses 
0,GINGER:  Comprehensive Exam | corneal ulcer - superficial OD 
0,GINGER:  Eye-Corneal Staining | corneal ulcer - superficial OD 
0,GINGER:  BNP Ointment 3.5g | corneal ulcer - superficial OD 
0,Sales tax | corneal ulcer - superficial OD 
0,GINGER:  Dispensing Fee - $15.00 | corneal ulcer - superficial OD 
0,GINGER:  Dispensing Fee - $15.00 | corneal ulcer - superficial OD 
0,GINGER:  Collar- VetOne Velcro XL | corneal ulcer - superficial OD 
0,GINGER:  Deramaxx Tablets 75mg | corneal ulcer - superficial OD 
0,Max:  GENERAL PANEL w bc- In Clinic | Vomiting 
0,Max:  Cerenia 10mg/ml  Inj. DIN 02299542 | Vomiting 
0,Max:  Gabapentin 100mg DIN 02244513 | Vomiting 
0,Max:  Tylan/Tylosin Powde/Grm  DIN 00103616 | Vomiting 
0,Max:  FLUIDS ADMINISTRATION - SQ | Vomiting 
0,Max:  Famotidine Inj 10mg/ml DIN 02247745 | Vomiting 
0,Max:  Methocarbamol 750mg DIN 01932187 | Vomiting 
0,Max:  Consultation - referral | Vomiting 
0,Max:  RADIOGRAPH (EACH ADDITIONAL) | Vomiting 
0,Simba:  DermAllay Conditioner 12 oz | wound from groomer 
0,Simba:  Miconohex Mousse | wound from groomer 
0,Simba:  Rimadyl 100 mg chewable tablet | wound from groomer 
0,"Sensi:  Proviable DC caps | GI issues, pancreaceatits, vomiting and gallstone "
0,"Sensi:  Cerenia 24mg tablets | GI issues, pancreaceatits, vomiting and gallstone "
0,Sampson:  Heska SW Allergy Test S17016 | Pododermatitis  
0,Sampson:  CADI (Cytopoint) 60.1-80lb OPINJ | Pododermatitis  
0,Sampson:  Exam/Consultation CareClub | Pododermatitis  
0,Bobafett:  CBC repeat - Procyte | lymphoma 
0,Bobafett:  Doxorubicin Administration | lymphoma 
0,Bobafett:  Doxorubicin per ml | lymphoma 
0,Bobafett:  Chemotherapy Safety System PhaSeal | lymphoma 
0,Bobafett:  Blood Collection - Venous 1 to 2 | lymphoma 
0,Ruby:  Metacam Injectable 5mg/mL | Back Pain 
0,Ruby:  Vomiting & Diarrhea 2 no U/A (incl.colln | Back Pain 
0,Ruby:  Metacam Oral per ml | Back Pain 
0,Maverick:  Cytology Ear IHLAB | Ear Infection 
0,Maverick:  Aurizon Otic Susp 10mL DISPMED | Ear Infection 
0,Lucy:  Consult/Exam - Emergency | Painful Abdomen 
0,Lucy:  Ultrasound - Abdominal - Specialist | Painful Abdomen 
0,Brewer:  Cytology Ear/Ear Clean IHLAB | Otitis Externa 
0,Brewer:  Exam/Consultation   Medical Condition | Otitis Externa 
0,Brewer:  MISC Prescription DISPMED | Otitis Externa 
0,Rosie:  Exam/Consultation  Recheck (within 30 days | seizures 
0,Rosie:  Levetiracetam (gen) 250mg Tab DISPMED | seizures 
0,Chloe:  Albon 50mg/mL Suspension | coccidiosis 
0,Buddy:  COBALEQUIN >22# DOG MED/LG | Medication 
0,Buddy:  SENIOR CITIZEN DISCOUNT 5% | Medication 
0,Rowdy:  Sharps Container Disposal | Diabetes 
0,Leo:  Metronidazole Susp Chicken Marsh100mg/ml | Dietary indiscretion/Bacterial/viral gastroenteritis/Toxicity vs poisoning/GI parasites/Food allergy/others 
0,Leo:  Enrofloxacin Baytril Inj 22.7mg/ml | Dietary indiscretion/Bacterial/viral gastroenteritis/Toxicity vs poisoning/GI parasites/Food allergy/others 
0,Leo:  Radiographs 2 Views | Dietary indiscretion/Bacterial/viral gastroenteritis/Toxicity vs poisoning/GI parasites/Food allergy/others 
0,Leo:  Cerenia Inj 10mg/ml | Dietary indiscretion/Bacterial/viral gastroenteritis/Toxicity vs poisoning/GI parasites/Food allergy/others 
0,Leo:  Exam - Consultation | Dietary indiscretion/Bacterial/viral gastroenteritis/Toxicity vs poisoning/GI parasites/Food allergy/others 
0,Leo:  Bio Hazard Fee | Dietary indiscretion/Bacterial/viral gastroenteritis/Toxicity vs poisoning/GI parasites/Food allergy/others 
0,Leo:  GHP - CBC / Chem 17 | Dietary indiscretion/Bacterial/viral gastroenteritis/Toxicity vs poisoning/GI parasites/Food allergy/others 
0,Leo:  Sucralfate 1gm #14469 | Dietary indiscretion/Bacterial/viral gastroenteritis/Toxicity vs poisoning/GI parasites/Food allergy/others 
0,Leo:  SQ Fluids - LRS 200 mls | Dietary indiscretion/Bacterial/viral gastroenteritis/Toxicity vs poisoning/GI parasites/Food allergy/others 
0,Leo:  V/S Pro-Pectalin Gel 15ml #14470 | Dietary indiscretion/Bacterial/viral gastroenteritis/Toxicity vs poisoning/GI parasites/Food allergy/others 
0,Willa:  Exam/Consultation   Medical Condition | eye 
0,Willa:  NeoPolyDex (gen) OphS 5mL DISPMED | eye 
0,Willa:  Fluorescein Stain FDT | eye 
0,"Lincoln:  LARGE SLING | ACL, implant removal and joint taps "
0,"Wrigley:  Consultation, Emergency | Vomiting "
0,Wrigley:  Radiograph - Radiologist Review | Vomiting 
0,Wrigley:  Maropitant(Cerenia)10mg/ml Inj(perml) BV | Vomiting 
0,Wrigley:  Hills i/d Canine 13 oz can | Vomiting 
0,Wrigley:  Radiograph Three Views | Vomiting 
0,"Wrigley:  Fluid, Subcutaneous or Intraperitoneal | Vomiting "
0,Finley:  Tacrolimus 0.02% OphS 10mL CMP DISPMED | Conjuncitvitis and ear infection  
